Player;Pos;Comp;Shots;PasTotPrgDist;Assists;SCA;Tkl+Int;ToAtt
chimuanya ugochukwu;MF;Ligue 1;0.33;167.7;0.0;0.55;4.29;1.1
samuel umtiti;DF;Serie A;0.29;212.4;0.0;0.38;4.0;0.57
enes unal;FW;La Liga;2.34;35.8;0.16;2.03;0.78;1.15
cengiz under;MFDF;Ligue 1;2.75;158.0;0.22;3.7;2.46;2.9
dayot upamecano;DF;Bundesliga;0.26;595.8;0.05;1.01;3.81;0.58
filip uremovi?;DF;Bundesliga;0.46;160.5;0.0;0.57;3.56;0.11
jere uronen;DF;Ligue 1;0.53;272.88;0.13;1.71;3.03;1.06
josha vagnoman;DFMF;Bundesliga;1.03;105.1;0.0;1.18;2.06;1.32
oscar valentin;MF;La Liga;0.66;217.3;0.0;1.99;5.66;0.44
emanuele valeri;DFFW;Serie A;1.39;189.0;0.06;2.71;2.47;1.99
valery;MFDF;La Liga;0.63;91.3;0.31;3.44;2.19;2.03
yan valery;DF;Premier League;0.48;214.67;0.0;1.03;3.02;2.38
martin valjent;DF;La Liga;0.06;259.5;0.0;0.17;1.91;0.06
federico valverde;FWMF;La Liga;2.41;144.3;0.12;3.24;1.41;1.47
virgil van dijk;DF;Premier League;1.09;504.7;0.0;0.61;1.76;0.06
vanderson;DF;Ligue 1;0.9;301.3;0.21;2.22;5.76;2.92
raphael varane;DF;Premier League;0.35;288.7;0.0;0.69;1.94;0.28
jamie vardy;FW;Premier League;1.22;20.5;0.31;1.45;0.69;0.99
ruben vargas;MFFW;Bundesliga;1.07;80.5;0.18;1.79;2.14;2.68
johan vasquez;DF;Serie A;0.71;173.3;0.0;0.86;4.0;0.71
matias vecino;MF;Serie A;1.48;174.4;0.0;1.67;3.15;0.37
gabriel veiga;MF;La Liga;2.7;124.1;0.17;3.13;2.26;2.87
milo veljkovi?;DF;Bundesliga;0.14;397.8;0.0;0.58;3.02;0.14
miguel veloso;MF;Serie A;1.38;261.1;0.0;2.77;2.55;0.74
joel veltman;DF;Premier League;0.33;321.2;0.07;1.37;3.59;0.78
mickey van de ven;DF;Bundesliga;0.45;317.1;0.05;0.65;2.3;0.5
lorenzo venuti;DF;Serie A;0.65;307.1;0.16;2.42;2.74;0.32
jordan veretout;MF;Ligue 1;0.95;308.5;0.12;2.86;3.15;0.48
marco verratti;MF;Ligue 1;0.22;521.1;0.0;2.39;5.07;2.39
valerio verre;MF;Serie A;1.87;224.3;0.0;4.0;3.07;2.53
mikel vesga;MF;La Liga;0.73;253.3;0.12;2.12;3.09;0.36
aleix vidal;MFFW;La Liga;0.37;89.6;0.0;1.48;1.98;1.23
clement vidal;DFMF;Ligue 1;1.06;310.2;0.0;0.59;2.94;0.0
nacho vidal;DF;La Liga;0.81;244.0;0.0;1.82;3.94;1.72
tonny vilhena;MF;Serie A;1.59;124.8;0.06;2.17;2.48;1.59
toni villa;MF;La Liga;1.87;120.98;0.12;4.5;4.37;7.37
gonzalo villar;MF;Serie A;0.11;184.4;0.0;1.14;2.28;0.68
mattia viti;DF;Ligue 1;0.29;223.7;0.0;0.29;1.71;1.71
vitinha;MF;Ligue 1;1.18;245.5;0.0;1.96;2.81;2.03
daniel vivian;DF;La Liga;0.5;324.4;0.0;0.43;3.48;0.5
duan vlahovi?;FW;Serie A;3.3;41.2;0.19;2.64;0.75;1.7
nikola vlai?;MFFW;Serie A;2.05;74.5;0.1;3.8;1.17;1.76
kevin vogt;DF;Bundesliga;0.0;559.7;0.0;0.73;2.34;0.07
mergim vojvoda;DF;Serie A;0.91;331.5;0.36;3.18;2.09;1.55
stefan de vrij;DF;Serie A;0.74;239.8;0.0;0.33;3.39;0.08
walace;MF;Serie A;1.09;247.4;0.0;1.49;3.93;0.8
kyle walker;DF;Premier League;0.34;409.0;0.0;1.48;0.91;0.57
kyle walker-peters;DF;Premier League;0.38;184.8;0.0;1.86;2.69;3.08
aaron wan-bissaka;DF;Premier League;0.15;193.2;0.0;1.76;4.56;1.62
joel ward;DF;Premier League;0.07;257.5;0.0;0.49;2.85;0.42
james ward-prowse;MF;Premier League;1.09;230.3;0.09;3.5;2.82;0.45
ollie watkins;FW;Premier League;2.38;29.8;0.22;2.49;0.88;1.77
timothy weah;DFFW;Ligue 1;2.08;177.2;0.28;2.92;2.5;1.94
adam webster;DF;Premier League;1.01;436.7;0.0;0.72;1.94;0.43
julian weigl;MF;Bundesliga;0.44;212.6;0.0;0.73;2.92;0.66
mitchell weiser;DFFW;Bundesliga;1.04;250.9;0.38;2.97;4.07;4.12
shon weissman;FW;La Liga;2.17;13.6;0.0;0.48;0.36;0.6
danny welbeck;FW;Premier League;2.52;27.9;0.16;2.36;0.94;1.73
timo werner;FWMF;Bundesliga;2.86;59.1;0.09;1.79;0.63;3.57
ben white;DF;Premier League;0.27;319.0;0.11;2.19;2.83;0.91
silvan widmer;DF;Bundesliga;1.31;222.7;0.0;1.92;3.31;0.62
mateusz wieteska;DF;Ligue 1;0.48;294.8;0.04;0.57;2.78;0.22
inaki williams;FW;La Liga;2.42;41.8;0.12;2.24;0.97;2.3
neco williams;DF;Premier League;1.48;183.7;0.0;2.07;5.7;2.37
nico williams;FWMF;La Liga;2.14;71.8;0.22;3.52;1.26;5.33
willian;FW;Premier League;1.72;104.6;0.15;4.48;1.27;2.61
joe willock;MF;Premier League;1.8;105.6;0.11;2.58;2.7;2.87
callum wilson;FW;Premier League;3.28;17.6;0.24;1.84;0.64;0.8
patrick wimmer;FWMF;Bundesliga;1.35;98.3;0.52;4.17;3.33;2.92
jonas wind;FW;Bundesliga;2.42;62.1;0.0;3.23;0.81;1.29
yoane wissa;FW;Premier League;2.02;38.9;0.19;2.21;1.63;2.5
axel witsel;DFMF;La Liga;0.36;277.6;0.0;0.94;1.8;0.22
marius wolf;DFFW;Bundesliga;1.43;249.1;0.13;2.34;2.47;2.73
jeong woo-yeong;MFFW;Bundesliga;1.56;81.1;0.16;2.66;1.09;2.97
chris wood;FW;Premier League;1.23;25.32;0.0;1.24;0.96;0.41
christopher wooh;DF;Ligue 1;0.66;249.08;0.0;0.53;1.57;0.0
joe worrall;DF;Premier League;0.29;306.1;0.0;0.58;3.38;0.14
xeka;MF;Ligue 1;0.82;231.0;0.0;1.31;2.62;0.98
granit xhaka;MF;Premier League;1.21;181.5;0.25;3.69;1.31;0.61
jawad el yamiq;DF;La Liga;0.75;270.3;0.0;0.3;4.03;0.75
ryan yates;MF;Premier League;1.61;99.2;0.06;1.29;2.19;0.39
maya yoshida;DF;Bundesliga;0.3;294.5;0.0;1.01;3.17;0.3
ashley young;DF;Premier League;0.61;306.1;0.0;2.27;3.86;0.83
mohamed youssouf;DF;Ligue 1;0.11;281.6;0.0;1.49;5.11;1.09
mattia zaccagni;FWMF;Serie A;2.12;75.9;0.22;2.79;2.46;3.41
dan-axel zagadou;DF;Bundesliga;1.19;400.2;0.0;1.36;2.03;0.0
wilfried zaha;FWMF;Premier League;2.11;57.5;0.11;3.41;2.16;4.92
joseba zaldua;DF;La Liga;0.14;159.6;0.14;0.99;3.66;1.41
nicola zalewski;DF;Serie A;0.95;209.3;0.08;2.22;3.1;2.22
andre-frank zambo anguissa;MF;Serie A;1.47;191.6;0.23;2.37;3.16;2.43
luca zanimacchia;MFFW;Serie A;2.29;112.3;0.0;4.1;3.61;1.69
nicolo zaniolo;MFFW;Serie A;2.83;49.3;0.0;2.73;1.01;4.65
duvan zapata;FW;Serie A;2.84;60.4;0.14;2.7;0.14;2.57
akim zedadka;DF;Ligue 1;0.43;225.38;0.0;1.81;2.76;2.02
jordan zemura;DF;Premier League;0.3;206.8;0.07;2.22;3.41;2.22
arber zeneli;FWMF;Ligue 1;2.8;136.6;0.2;4.4;1.1;5.2
edon zhegrova;FWDF;Ligue 1;4.29;154.8;0.32;5.56;2.38;6.98
piotr zieli?ski;MF;Serie A;2.4;191.8;0.41;4.73;1.51;2.47
oleksandr zinchenko;DF;Premier League;1.25;334.1;0.08;2.08;2.67;0.58
hakim ziyech;FWMF;Premier League;1.93;216.7;0.18;3.68;3.86;4.39
simon zoller;FW;Bundesliga;1.93;41.6;0.07;1.11;0.89;0.37
kurt zouma;DF;Premier League;0.77;228.2;0.0;0.28;1.2;0.14
igor zubeldia;DF;La Liga;0.29;311.5;0.07;0.43;2.21;0.07
martin zubimendi;MF;La Liga;0.28;251.1;0.11;1.29;2.92;0.56
martin ødegaard;MF;Premier League;2.73;181.2;0.27;5.08;1.18;2.25
milan ?uri?;FW;Serie A;1.03;54.5;0.0;2.82;0.26;0.51
filip ?uri?i?;MFFW;Serie A;1.16;94.7;0.0;3.47;2.24;3.13
